distance,velocity
0.023801534973418,281.984966684259
0.023801534973418,161.849353476712
0.205027103096007,-132.690045803254
0.267683467111435,-212.484096092587
0.274692484102992,-74.0533051853804
0.342658709475659,-209.566027962254
0.448408790400895,202.236693572344
0.678241947253205,195.229691691956
0.789536641300949,293.533667590271
0.890370908474929,642.559828143555
0.890370908474929,492.852371684919
0.890370908474929,141.854754914897
0.89134438305709,-41.19570157306
0.992320246533931,913.747072502969
1.12669766645322,457.503777668872
1.11577452308975,505.734045828385
1.38737393151256,492.852371684919
1.68159334931721,954.688393367638
1.98632629260919,1083.44912752342
1.98234389659126,824.425645823587
1.98632629260919,492.684349848265
2.02694673199208,782.185974402956
0.530386740331492,272.727272727273
0.497237569060773,293.706293706294